City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
maningrida,31.4583,131.2333,33.8,47,20,11.5,JP,1611955544
komsomolskiy,33.8464,-118.0467,54,100,75,8.05,US,1611955260
guarapari,28.5004,-13.8627,66.2,82,0,8.05,ES,1611955544
dasoguz,54.7682,-101.865,12.2,85,90,6.91,CA,1611955544
batsfjord,7.9986,124.2928,71.01,92,81,5.99,PH,1611955544
evensk,-1.7656,-55.8661,82.27,84,93,2.44,BR,1611955544
juneau,10.1483,-85.452,87.8,40,0,29.93,CR,1611955545
massakory,60.05,69.9,-21.64,84,72,6.85,RU,1611955545
oistins,56.7253,41.0601,26.15,97,99,9.93,RU,1611955545
longyearbyen,-15.1961,12.1522,74.19,75,25,11.7,AO,1611955545
bayir,27.0595,-80.1364,66.2,59,20,10.36,US,1611955545
gebre guracha,64.8378,-147.7164,1,77,1,1.95,US,1611955263
bilma,15.7432,-96.4661,91.99,43,40,11.5,MX,1611955546
hobyo,55.8103,66.7653,10.35,94,98,7.78,RU,1611955546
biu,28.3667,129.4833,49.24,74,53,13.87,JP,1611955301
haguenau,14.5094,-92.1933,91.4,58,20,11.5,GT,1611955546
fortuna,-0.3167,102.35,72.82,96,100,1.66,ID,1611955546
ventspils,7.4167,81.8167,75.47,90,99,8.59,LK,1611955546
nguiu,11.2833,-15.8333,78.69,72,0,13.98,GW,1611955547
peterborough,61.1531,41.343,17.65,96,100,6.93,RU,1611955547
yining,67.4667,78.7,-37.5,79,0,6.4,RU,1611955301
russell,52.1058,-101.2676,14,79,97,4.61,CA,1611955547
cabo rojo,39.2776,-74.5746,28,36,1,27.63,US,1611955256
tocopilla,32.3526,-90.8779,60.8,25,1,4.56,US,1611955548
kyzyl-suu,42.2683,118.9636,5.31,85,6,3.8,CN,1611955548
srednekolymsk,43.6475,111.9767,9.77,89,40,5.28,CN,1611955548
marshfield,36.7186,15.0907,57.2,94,75,4.61,IT,1611955548
tabory,31.4229,-103.4932,62.6,31,1,3.44,US,1611955549
tuggurt,-28.55,16.4333,62.04,82,0,14.54,NA,1611955549
zlitan,19.9333,-105.25,98.15,21,50,8.75,MX,1611955549
kushima,29.85,80.5333,40.33,41,0,7.99,IN,1611955549
la palma,13.2114,12.0241,68.86,22,0,11.14,NE,1611955549
puerto del rosario,21.3469,-158.0858,78.8,57,1,8.05,US,1611955549
flin flon,21.4447,-157.8378,78.8,61,75,13.8,US,1611955436
marawi,-19.0595,-169.9187,77,94,90,14.97,NU,1611955550
cumaribo,-7.8447,-79.1469,73.4,78,20,12.66,PE,1611955550
oriximina,60.4667,166.1,-7.28,92,84,10.13,RU,1611955346
samalaeulu,-20.7377,116.8463,81.05,77,40,3.31,AU,1611955550
nicoya,26.1667,75.7833,48.92,47,0,3.58,IN,1611955550
gornopravdinsk,27.3167,-112.2833,67.44,43,100,4.45,MX,1611955550
novyye gorki,-19.3911,-40.0722,78.51,73,1,8.08,BR,1611955551
namibe,65.0124,25.4682,15.8,86,0,6.91,FI,1611955551
hobe sound,5.9667,8.7063,76.14,48,52,2.55,NG,1611955551
fairbanks,-5.0892,-81.1144,82.4,61,75,10.36,PE,1611955551
pochutla,14.6937,-17.4441,66.2,77,0,11.5,SN,1611955342
mokrousovo,63.2909,18.7153,1.4,92,34,5.75,SE,1611955326
naze,29.4608,-95.0513,62.6,67,1,16.11,US,1611955552
ocos,35.7333,140.8333,33.8,51,20,11.5,JP,1611955552
japura,22.6,76.9167,52.3,40,0,7.78,IN,1611955552
kalmunai,50.6336,-96.9907,15.8,79,100,10.36,CA,1611955552
bubaque,27.9167,96.1667,58.59,34,5,3.27,IN,1611955552
ust-shonosha,61.994,-49.6678,33.69,82,74,8.77,GL,1611955552
tazovskiy,6.3017,-70.2041,93.43,32,83,10.33,CO,1611955552
swan river,20.1986,1.0114,65.64,23,0,12.19,ML,1611955553
louisbourg,31.5647,74.3029,48.2,71,0,4.05,PK,1611955553
zhitikara,50.677,36.5532,28.4,93,90,8.95,RU,1611955553
ocean city,-20.4637,16.6477,72.61,54,99,6.42,NA,1611955554
vicksburg,-8.8389,-69.2597,85.05,62,88,5.46,BR,1611955554
chifeng,55.0667,-117.2859,8.6,66,0,5.75,CA,1611955554
erenhot,27.8964,102.2634,37.99,77,4,2.46,CN,1611955554
marcona,34.6667,138.95,28.99,62,0,18.05,JP,1611955554
burkhala,-38.2667,141.9667,60.46,81,100,11.63,AU,1611955554
pachino,5.4802,-53.2011,77.47,89,100,12.28,GF,1611955555
pecos,-23.7,133.8833,79,69,90,9.22,AU,1611955555
oranjemund,13.9333,-86.85,80.6,34,20,19.57,HN,1611955555
tomatlan,55.1001,-105.2842,8.6,78,100,2.3,CA,1611955555
dharchula,5.6667,73,80.55,69,0,10.36,MV,1611955555
maine-soroa,23.4833,111.3167,50.58,59,0,2.48,CN,1611955556
makakilo city,38.8036,-9.1281,57.2,100,75,13.8,PT,1611955509
ahuimanu,15.3017,-61.3881,84.2,51,20,3.44,DM,1611955556
alofi,-32.035,-52.0986,82.99,83,75,3.44,BR,1611955556
chicama,36.6177,-121.9166,55.4,58,40,5.75,US,1611955348
tilichiki,11.75,-13.2,79.05,17,0,1.66,GN,1611955556
karratha,-15.8631,-38.8828,84.2,74,75,4.61,BR,1611955557
tonk,43.5196,-114.3153,37.4,87,90,4.61,US,1611955557
santa rosalia,-10.4056,-36.4344,79.52,74,100,10.16,BR,1611955557
ambodifototra,50.2498,-118.969,37.99,86,76,2.06,CA,1611955557
linhares,-17.7333,-149.15,86,66,40,12.66,PF,1611955557
oulu,48.6758,24.4138,27.59,96,100,4.14,UA,1611955557
ikom,62.5333,155.8,-29.34,81,99,4.7,RU,1611955558
paita,20.2167,-96.7833,71.1,71,84,8.01,MX,1611955558
dakar,42.8878,75.085,8.6,85,0,4.47,KG,1611955558
ornskoldsvik,51.8261,107.6098,-9.4,77,75,4.47,RU,1611955558
dickinson,-17.9,-64.4833,66.2,78,100,6.71,BO,1611955558
hasaki,56.06,85.6197,5,78,75,11.18,RU,1611955559
khategaon,52.225,141.5131,-1.25,92,100,17.13,RU,1611955559
gimli,-18.6667,-66.0167,47.8,51,44,5.61,BO,1611955559
tezu,42.3505,-114.6445,45,56,90,9.22,US,1611955559
paamiut,65.9667,29.1833,10.4,85,90,5.75,FI,1611955559
cravo norte,4.8845,-1.7554,79.41,85,100,5.61,GH,1611955560
tessalit,47.4667,84.8667,0.05,89,84,1.52,KZ,1611955560
liaqatabad,50.75,86.15,14.49,85,87,1.28,RU,1611955560
karaul,39.2667,141.8833,27.03,88,35,29.77,JP,1611955560
severnyy,62.0989,126.6992,-43.44,78,100,1.5,RU,1611955560
yirol,-13.8483,136.4192,82.4,83,100,9.22,AU,1611955561
otjiwarongo,42.7762,-9.0603,57,89,100,10,ES,1611955561
manoel urbano,54.675,20.1347,30,93,75,8.95,RU,1611955561
valleyview,44.6336,45.4369,38.12,76,100,7.4,RU,1611955561
xichang,-35.7167,150.1833,69.01,97,100,3,AU,1611955562
shimoda,50.9167,1.8333,48.99,93,66,4,FR,1611955562
codrington,50.2536,-96.0612,21,100,100,5.99,CA,1611955562
iracoubo,-3.8367,-62.0569,80.47,93,100,2.37,BR,1611955562
qafsah,48.5501,-71.3324,8.01,78,100,11.5,CA,1611955562
alice springs,-21.4803,-56.1381,81.21,75,99,8.05,BR,1611955562
yuscaran,4.95,-6.0833,77.22,89,29,5.95,CI,1611955563
la ronge,54.7183,135.315,-13.07,87,100,10.4,RU,1611955563
ugoofaaru,-3.3945,38.563,71.89,82,3,2.48,KE,1611955563
wuzhou,-39.0333,-67.5833,73.4,56,0,10.36,AR,1611955563
camarate,-13.2,49.05,74.16,93,98,1.97,MG,1611955563
roseau,-5.6333,32.7667,65.79,92,99,2.1,TZ,1611955563
rio grande,-37.8811,147.981,64.99,96,83,1.99,AU,1611955564
pacific grove,34.0667,136.2,34.48,81,10,5.37,JP,1611955461
gaoual,47.3567,31.2349,24.57,96,36,5.57,UA,1611955564
belmonte,46.4856,135.8833,-17.64,89,100,2.71,RU,1611955564
hailey,29.1081,21.2869,56.44,67,0,8.5,LY,1611955564
piacabucu,-0.7275,119.8922,72.79,86,95,1.88,ID,1611955564
lumby,2.7746,32.299,73.71,45,97,4.16,UG,1611955564
tautira,52.8566,35.1964,21.78,97,83,12.55,RU,1611955565
toliary,66.0449,-17.3389,28.4,80,90,5.75,IS,1611955565
markova,49.2,119.7,-26.54,85,99,3.58,CN,1611955565
omsukchan,42.6,-84.3833,25,58,1,5.75,US,1611955565
nautla,62.2266,-6.589,33.8,64,75,9.22,FO,1611955286
ivanovka,46.5927,-112.0361,36,93,90,1.92,US,1611955410
ulan-ude,-34.2,142.15,61,82,0,9.22,AU,1611955566
paucartambo,-8.1614,-70.7656,79.95,91,99,3.31,BR,1611955566
comarapa,17.0151,54.0924,73.4,60,75,5.75,OM,1611955283
tayga,65.4167,-52.9,22.8,75,0,4.99,GL,1611955566
lazarev,65.8522,44.24,10.02,94,100,11.79,RU,1611955566
colquechaca,66.3167,-179.1667,-21.87,84,2,11.52,RU,1611955567
macaboboni,50.4111,80.2275,13.53,92,12,6.35,KZ,1611955396
twin falls,31.61,34.7642,57,100,20,1.99,IL,1611955567
kuusamo,-29.6643,17.8865,62.92,38,0,3.09,ZA,1611955567
takoradi,42.0751,-72.0334,16,31,9,1.99,US,1611955567
babanusah,59.5994,54.3125,25.57,96,100,11.72,RU,1611955567
zaysan,6.4965,2.6036,84.2,84,40,12.66,BJ,1611955567
onguday,47.1333,129.2667,-10.17,86,100,1.52,CN,1611955568
kamaishi,61.9353,5.1136,34,93,75,9.22,NO,1611955568
berdigestyakh,51.1,66.3167,18.86,91,36,10.27,KZ,1611955568
alyangula,24.5133,117.6556,51.8,58,0,4.47,CN,1611955568
muros,51.6828,102.1408,8.91,86,78,2.84,RU,1611955568
svetlyy,38.5167,-28.7,60.8,77,20,10.36,PT,1611955305
kara-tyube,13.2833,-88.55,96.8,24,0,8.05,SV,1611955569
batemans bay,5.9485,80.5353,75.29,88,87,1.36,LK,1611955569
calais,20.931,-17.0347,75.2,38,0,14.97,MR,1611955569
lac du bonnet,11.2644,37.4888,60.28,39,0,6.69,ET,1611955569
codajas,45.1334,-71.7991,5,72,100,6.91,CA,1611955570
saint-ambroise,34.9833,139.8667,37.4,48,20,18.41,JP,1611955570
jardim,33.1812,-102.2744,60.01,38,100,1.01,US,1611955570
sassandra,-18.9,-66.7667,56.44,34,10,5.57,BO,1611955570
chumikan,8.55,39.2667,59.49,45,0,5.91,ET,1611955570
voi,54.5163,-128.6035,17.6,67,90,25.32,CA,1611955570
general roca,13.8333,-88.9167,96.8,30,0,10.36,SV,1611955570
ambilobe,-5.5569,-80.8222,82.6,56,1,15.64,PE,1611955571
sikonge,-11.3258,-74.5308,78.78,77,100,0.85,PE,1611955571
lakes entrance,40.0298,-74.6185,27,33,1,24.16,US,1611955571
owase,13.6017,26.6876,66.38,25,0,19.73,SD,1611955308
veselynove,-21.55,167.8833,77.68,76,69,17.22,NC,1611955571
vostok,27.1467,57.0801,59,88,21,6.91,IR,1611955571
awjilah,13.7796,124.39,74.79,82,100,21.23,PH,1611955572
liku,13.1629,32.6635,73.27,18,0,16.4,SD,1611955572
gulu,60.392,5.328,32,74,75,4.61,NO,1611955572
shablykino,67.667,12.6934,19.4,79,40,3.44,NO,1611955572
husavik,-33.0117,17.9442,65.03,89,0,12.68,ZA,1611955572
hailar,42.5397,128.9972,5.86,90,100,3.91,CN,1611955572
yanchukan,54.7909,18.4009,32,93,100,1.14,PL,1611955572
ingham,3.7833,72.9667,80.47,78,7,16.11,MV,1611955573
klaksvik,,,,,,,,
helena,,,,,,,,
mildura,,,,,,,,
tarauaca,,,,,,,,
salalah,,,,,,,,
maniitsoq,,,,,,,,
mezen,,,,,,,,
egvekinot,,,,,,,,
semey,,,,,,,,
gat,,,,,,,,
springbok,,,,,,,,
southbridge,,,,,,,,
kochevo,,,,,,,,
porto novo,,,,,,,,
nancha,,,,,,,,
maloy,,,,,,,,
derzhavinsk,,,,,,,,
zhangzhou,,,,,,,,
kyren,,,,,,,,
okandja,,,,,,,,
ribeira grande,,,,,,,,
puerto el triunfo,,,,,,,,
matara,,,,,,,,
nouadhibou,,,,,,,,
adet,,,,,,,,
kuche,,,,,,,,
coaticook,,,,,,,,
tateyama,,,,,,,,
brownfield,,,,,,,,
challapata,,,,,,,,
nazret,,,,,,,,
terrace,,,,,,,,
salvador,,,,,,,,
sechura,,,,,,,,
mazamari,,,,,,,,
fort dix,,,,,,,,
umm kaddadah,,,,,,,,
tadine,,,,,,,,
minab,,,,,,,,
gigmoto,,,,,,,,
kusti,,,,,,,,
berga,,,,,,,,
sorland,,,,,,,,
saldanha,,,,,,,,
helong,,,,,,,,
wladyslawowo,,,,,,,,
mahibadhoo,,,,,,,,
